CAS,chemical_name,n_species_observed,n_species_predicted,hc5_traditional,hc5_trad_mu,hc5_trad_sigma,hc5_mc_median,hc5_mc_lower_95,hc5_mc_upper_95,hc5_mc_ci_width
3055-97-8,Heptaethylene glycol monododecyl ether,1,1267,,,,-4.012385622909969,-4.273535788468399,-3.7878338027622016,0.48570198570619727
532-55-8,Benzoyl isothiocyanate,2,1267,,,,-2.0307592115290887,-2.2394234024767545,-1.8344663704107407,0.40495703206601386
139-07-1,Benzyldimethyldodecylammonium chloride,4,1267,,,,-2.705005035788547,-2.866760721154175,-2.550803637353832,0.3159570838003427
1780-40-1,"Pyrimidine, tetrachloro-",1,1267,,,,-2.9648736468338357,-3.2011950725683658,-2.7647448457268973,0.4364502268414685
16079-88-2,"Bromo-3-chloro-5,5-dimethylhydantoin",1,1267,,,,-1.781034389790229,-1.9184621331518246,-1.6505451683322048,0.2679169648196198
143-18-0,Potassium oleate,1,1267,,,,-2.1935397907322005,-2.393889086546961,-1.9832301730949153,0.4106589134520455
51596-11-3,Milbemectin A4,1,1267,,,,-4.100088594156491,-4.2885001758975605,-3.923121751978782,0.3653784239187785
1119-46-6,5-Chlorovaleric acid,1,1267,,,,-2.035127712069394,-2.2535160645388825,-1.817378597635581,0.4361374669033016
94-80-4,"2,4-D 1-butyl ester",3,1267,,,,-1.8132606496621515,-1.946006652384754,-1.6966135227561359,0.24939312962861804
10124-37-5,Calcium nitrate,1,1267,,,,0.08880621659626958,-0.05980621459919539,0.24432938325761355,0.30413559785680894
93-65-2,Mecoprop,2,1267,,,,-1.7730722358504605,-1.9564873308668138,-1.5924008016986297,0.36408652916818407
1333-82-0,Chromium trioxide,9,1267,-0.8899459340172459,0.9188532132386563,1.0996717991304075,-0.9805197971681319,-1.1080606129216097,-0.8525406026072346,0.2555200103143751
7772-98-7,Sodium thiosulfate,1,1267,,,,-0.27971864106123556,-0.4740617999870155,-0.08432238689826645,0.38973941308874904
97-17-6,Dichlofenthion,4,1267,,,,-2.4038599621906345,-2.551461334072675,-2.2655865266541966,0.2858748074184785
57754-85-5,Clopyralid-olamine,1,1267,,,,-1.2351048253061174,-1.446026144347422,-1.052589762735697,0.393436381611725
93-78-7,"2,4,5-T-isopropyl",1,1267,,,,-2.753291076720476,-2.95217581687122,-2.5645974605148285,0.3875783563563915
5407-87-4,"2-Amino-4,6-dimethylpyridine",1,1267,,,,-2.1873300130787996,-2.4190157226098163,-1.9824082421993356,0.4366074804104807
87674-68-8,Dimethenamid,1,1267,,,,-2.0859988472291575,-2.271212601298528,-1.9242914792346486,0.3469211220638795
2870-32-8,C.I. Direct Yellow 12,1,1267,,,,-2.0839954988504896,-2.3077117820687665,-1.8819324155416346,0.4257793665271319
589-16-2,4-Ethylaniline,2,1267,,,,-1.4239062514878826,-1.5847662894240773,-1.2700097826380277,0.3147565067860496
10043-01-3,Aluminum sulfate,6,1267,0.322774221078333,1.2048397728887086,0.5362577784171422,-1.494890662117117,-1.6501959916449056,-1.3413495097065506,0.30884648193835496
577-85-5,"4H-1-Benzopyran-4-one, 3-hydroxy-2-phenyl-",1,1267,,,,-1.787197771517707,-1.9370207438971163,-1.6407248387682023,0.296295905128914
4455-26-9,N-Methyldioctylamine,2,1267,,,,-3.1561020581159713,-3.3485753828091864,-2.974414913534963,0.3741604692742233
253-52-1,Phthalazine,1,1267,,,,-1.4701262747336235,-1.67152350076949,-1.2802847808126125,0.3912387199568774
528-29-0,"1,2-Dinitrobenzene",1,1267,,,,-3.502366543915612,-3.773467832463199,-3.248171872717737,0.5252959597454621
97-64-3,Ethyl lactate,1,1267,,,,-0.7486627398423618,-0.9228013509997436,-0.5706203327386312,0.35218101826111237
36157-40-1,"1-(2,5-Dichloro-3-thienyl)ethan-1-one",1,1267,,,,-2.9181107971692466,-3.160278929368282,-2.686018707982814,0.47426022138546786
98-88-4,Benzoyl chloride,1,1267,,,,-0.7372611221097497,-0.885971005238748,-0.5898311065392635,0.29613989869948454
3033-77-0,"N,N,N-Trimethyl(oxiran-2-yl)methanaminium chloride",1,1267,,,,-1.268513108808421,-1.4897242694678423,-1.0492964182596345,0.4404278512082078
79-33-4,L-Lactic acid,1,1267,,,,-0.40583189380054385,-0.5620157229190862,-0.24729639460739103,0.31471932831169513
75-96-7,Tribromoacetic acid,2,1267,,,,-0.5211628101067783,-0.6752224972349901,-0.36707619660545493,0.30814630062953513
142-62-1,Hexanoic acid,1,1267,,,,-0.7396794427638459,-0.8919364692275195,-0.5933068629558437,0.2986296062716758
21087-64-9,Metribuzin,8,1267,-2.416295211467802,0.14357848038640342,1.5562926997939661,-1.6991456416341322,-1.831615198806641,-1.56389042934656,0.26772476946008084
627-30-5,3-Chloro-1-propanol,1,1267,,,,-0.7214335305502434,-0.8945225156646416,-0.5487064206949023,0.3458160949697393
75-04-7,Ethanamine,1,1267,,,,-0.7445199652118747,-0.9597665223492438,-0.5346685421452547,0.42509798020398903
30043-49-3,Ethidimuron,1,1267,,,,-1.9483753071133978,-2.1440604904905465,-1.7527265728668033,0.39133391762374314
110-58-7,Pentan-1-amine,2,1267,,,,-0.4799119008785272,-0.6383321796804731,-0.3189676649169771,0.319364514763496
7558-80-7,Monosodium phosphate,1,1267,,,,-0.7289361547621662,-0.9065195484159174,-0.5571238581418603,0.34939569027405715
78-62-6,Diethoxy(dimethyl)silane,1,1267,,,,-2.0517900407877625,-2.2505750527039954,-1.8610133237077162,0.38956172899627917
831-82-3,4-Phenoxyphenol,1,1267,,,,-1.7578872129433938,-1.905662658797536,-1.6171401099278353,0.28852254886970075
42509-83-1,Isazophos-methyl,1,1267,,,,-3.4507655058996516,-3.6002574559762412,-3.310569226157702,0.28968822981853926
112-03-8,"N,N,N-Trimethyloctadecan-1-aminium chloride",1,1267,,,,-3.8450781559983587,-4.075061713349083,-3.6191256286943343,0.45593608465474844
2655-19-8,Butacarb,1,1267,,,,-2.795283206425923,-2.987991769264163,-2.625788433541025,0.36220333572313823
613-31-0,"Anthracene, 9,10-dihydro-",1,1267,,,,-2.7349862260800446,-2.9732765442571187,-2.5242017841230537,0.449074760134065
543-90-8,Cadmium acetate,4,1267,,,,-1.8397356178147866,-1.9952892437678345,-1.685871885350193,0.3094173584176414
33228-45-4,4-Hexylaniline,1,1267,,,,-3.3832761403252314,-3.638144579002185,-3.1324797390557864,0.5056648399463985
163269-30-5,Bethoxazin,1,1267,,,,-3.0296708120383,-3.200303550393576,-2.8683590890110495,0.3319444613825264
128-95-0,"1,4-Diaminoanthraquinone",1,1267,,,,-4.290635362841618,-4.621914904250353,-3.967406924317553,0.6545079799328
83-41-0,"1,2-Dimethyl-3-nitrobenzene",1,1267,,,,-2.358363012100131,-2.578771619265497,-2.154377278153645,0.4243943411118516
100-47-0,Benzonitrile,4,1267,,,,-0.44086788318204295,-0.5742675978608194,-0.3032235890721094,0.27104400878871
124495-18-7,Quinoxyfen,1,1267,,,,-2.9008018417704577,-3.0744891060284023,-2.73919898662427,0.33529011940413245
3844-45-9,FD&C Blue No. 1,5,1267,2.274080440945403,2.6451120392323433,0.2255711950336883,-0.7172577517277676,-0.8929830381610486,-0.5328657767419739,0.36011726141907474
62-56-6,Thiourea,1,1267,,,,-1.198678879022872,-1.352862440546458,-1.0495540842965825,0.3033083562498755
103-90-2,Acetaminophen,2,1267,,,,-0.44202563742074075,-0.5914266218069276,-0.29001183403857883,0.3014147877683488
7745-89-3,3-Chloro-4-methylaniline hydrochloride,1,1267,,,,-1.5509434736539172,-1.6959125072326298,-1.403352694706952,0.29255981252567786
72-55-9,"p,p'-DDE",2,1267,,,,-3.0489354459955282,-3.216280419154449,-2.9017679907363014,0.31451242841814775
18540-29-9,Chromium (VI) ion,3,1267,,,,-1.6173063675487955,-1.769880137147812,-1.4448924042565838,0.32498773289122806
7647-17-8,Caesium chloride,3,1267,,,,-0.9972918704620279,-1.1883827458405523,-0.8226943363268252,0.36568840951372705
2845-89-8,"Benzene, 1-chloro-3-methoxy-",1,1267,,,,-1.6503034451849397,-1.8155916478481644,-1.492677633740351,0.3229140141078135
595-90-4,Tetraphenyl tin,1,1267,,,,-4.094457205165007,-4.322490927441658,-3.879846636724592,0.442644290717066
555-60-2,Carbonyl cyanide chlorophenylhydrazone,1,1267,,,,-2.3233956174385346,-2.5524540852141784,-2.1190937172153355,0.4333603679988429
67-72-1,Hexachloroethane,13,1267,-0.2174795013594451,0.3339935417070861,0.3352718041474708,-1.2735509999499972,-1.404731925049659,-1.1615236960278765,0.24320822902178252
2163-80-6,Monosodium methanearsonate,9,1267,1.0710421132394976,2.4187632599355426,0.8193562786458239,-0.6022071730643075,-0.7678890899741723,-0.4401334194653251,0.3277556705088472
4005-51-0,"2-Amino-1,3,4-thiadiazole",1,1267,,,,-1.7291816996684715,-1.9603894276651146,-1.5132437167218409,0.4471457109432737
64-69-7,Iodoacetic acid,1,1267,,,,-2.0085948611942106,-2.20900705078184,-1.8050872228605257,0.4039198279213141
2545-60-0,Picloram-potassium,3,1267,,,,-0.8818647736371296,-1.031337358162067,-0.7370424106490706,0.29429494751299645
2741-06-2,"Thiourea, N-ethyl-N'-phenyl-",1,1267,,,,-5.28700816911889,-5.761695994313577,-4.85563551540847,0.9060604789051068
110-86-1,Pyridine,12,1267,1.6377429213615544,2.460401659872461,0.5001410004096233,0.2095675061356117,0.07704233707085441,0.36187594574164444,0.28483360867079005
485-49-4,Bicuculline,1,1267,,,,-4.148777049020609,-4.432927346367968,-3.869691795412936,0.5632355509550324
179101-81-6,Pyridalyl,1,1267,,,,-4.124401455880587,-4.328704072647133,-3.9390300865256695,0.3896739861214633
135410-20-7,Acetamiprid,2,1267,,,,-1.7366257444606998,-1.8773016173978938,-1.5913065174601748,0.285995099937719
7779-27-3,"1,3,5-Triethylhexahydro-s-triazine",1,1267,,,,-1.1916410100324173,-1.343181519249368,-1.0366545947133505,0.3065269245360174
13593-03-8,Quinalphos,13,1267,-2.9353522561956877,-0.7267509561081797,1.3427342493574153,-3.167855549652802,-3.3031274165378046,-3.022973034964273,0.28015438157353145
83588-43-6,Fenridazone-sodium,1,1267,,,,-1.3156069637241128,-1.5006641088545678,-1.1301541413152052,0.3705099675393626
22224-92-6,Fenamiphos,4,1267,,,,-3.177014208475287,-3.315874568473194,-3.046439266407127,0.2694353020660669
95-63-6,"1,2,4-Trimethylbenzene",3,1267,,,,-1.1085521251938253,-1.2518275054715167,-0.9693270089505471,0.28250049652096954
42200-33-9,Nadolol,1,1267,,,,-2.452011382686665,-2.683579905184063,-2.2282426452561923,0.4553372599278709
144-74-1,Sulfathiazole sodium,3,1267,,,,-1.0271004406069348,-1.1862356756392973,-0.8786818196939556,0.3075538559453417
76-44-8,Heptachlor,34,1267,-2.350220475841726,-1.2310502518295232,0.6804071837604437,-3.149777446123819,-3.284373600016884,-3.029877858091864,0.25449574192502
111988-49-9,Thiacloprid,1,1267,,,,-1.6320520991963134,-1.7787839534110812,-1.488003460568416,0.29078049284266516
116714-46-6,Novaluron,1,1267,,,,-4.850390507007692,-5.1237327331553155,-4.562837127380379,0.5608956057749364
5742-17-6,"2,4-D, isopropylamine salt",1,1267,,,,-0.7297847659152654,-0.9183343363700329,-0.5544930345672684,0.3638413018027645
69-93-2,Uric acid,1,1267,,,,-2.201334132725813,-2.4483829951582816,-1.9488585045302294,0.49952449062805226
95-56-7,2-Bromophenol,2,1267,,,,-1.6605184251240437,-1.823924132431874,-1.5052034774467062,0.3187206549851678
32598-14-4,"2,3,3',4,4'-Pentachlorobiphenyl",1,1267,,,,-4.345420262216782,-4.596887393087384,-4.116726084725596,0.4801613083617875
71-43-2,Benzene,23,1267,0.8639524424916653,1.6811692746199343,0.4968325562456743,-0.3578288175775144,-0.5023310298106092,-0.22142852542894956,0.28090250438165965
89-63-4,4-Chloro-2-nitroaniline,1,1267,,,,-2.0103427040190605,-2.2006818160518455,-1.8403879323175212,0.36029388373432436
51338-27-3,Diclofop-methyl,1,1267,,,,-2.441696925631861,-2.58958248523198,-2.2962647065259834,0.2933177787059966
1192-52-5,"4,5-Dichloro-3H-1,2-dithiol-3-one",1,1267,,,,-3.3025654749190343,-3.530817586621249,-3.0766833464094603,0.4541342402117885
52-66-4,DL-Penicillamine,1,1267,,,,-1.9183001993448254,-2.1284167945406036,-1.713741304175096,0.41467549036550766
42874-03-3,Oxyfluorfen,1,1267,,,,-3.3749410808137204,-3.573975564053211,-3.1970861280453735,0.37688943600783764
55-37-8,"Phosphorothioic acid, O-[3,5-dimethyl-4-(methylthio)phenyl] O,O-dimethyl ester",1,1267,,,,-2.7549204867782384,-2.933232207473746,-2.587451934878343,0.3457802725954031
108-31-6,"2,5-Furandione",2,1267,,,,-0.6567623308149091,-0.81565653088749,-0.5004845725861116,0.31517195830137845
554-13-2,Lithium carbonate,1,1267,,,,-1.983095937584507,-2.169949789027071,-1.8001529308874298,0.36979685813964136
33089-61-1,Amitraz,2,1267,,,,-2.047786037646965,-2.209518269502063,-1.886822726081545,0.32269554342051787
2306-33-4,Monoethyl phthalate,1,1267,,,,-1.531782370785788,-1.7218042855426237,-1.3360208786976948,0.38578340684492884
111-42-2,Diethanolamine,7,1267,0.612791481106814,2.282294504813035,1.014985769159553,-0.0683540773982374,-0.21392399364249642,0.07199709741563957,0.285921091058136
110-54-3,n-Hexane,1,1267,,,,-1.539073301120829,-1.740369791196504,-1.3345344829245933,0.4058353082719106
57-63-6,17alpha-Ethinylestradiol,2,1267,,,,-1.8670025195827904,-2.0095412941236552,-1.724576117439612,0.2849651766840433
120-12-7,Anthracene,4,1267,,,,-2.9013660237438192,-3.0419583206363034,-2.7669682779243585,0.27499004271194494
4549-32-0,"Octane, 1,8-dibromo-",1,1267,,,,-3.1135034652641087,-3.331027151939639,-2.899971626823139,0.4310555251164998
13701-59-2,Barium metaborate,1,1267,,,,-1.1901410513161381,-1.3561489887458686,-1.0228636398932562,0.3332853488526124
66-22-8,Uracil,1,1267,,,,-2.7959968277268517,-3.1045559438973322,-2.4756073304843977,0.6289486134129345
210880-92-5,Clothianidin,7,1267,-0.8865966967851121,0.7102841565593493,0.9708346245398608,-1.9830947981558165,-2.134850418264523,-1.8354737632428877,0.29937665502163546
91-22-5,Quinoline,7,1267,0.9686845268165805,1.4616346469719468,0.29969239334018233,-0.7040087170883524,-0.8456440509348522,-0.5694569436209458,0.2761871073139064
1646-87-3,Aldicarb sulfoxide,1,1267,,,,-2.1814894558976925,-2.341371386095176,-2.0217837302503203,0.3195876558448556
16118-49-3,Carbetamide,1,1267,,,,-1.46823102208057,-1.637514972323774,-1.2871121931043368,0.3504027792194373
538-62-5,"Diazenecarboxylic acid, phenyl-, 2-phenylhydrazide",1,1267,,,,-3.9154574751129028,-4.191399765158351,-3.6377893758924245,0.553610389265927
90-43-7,2-Phenylphenol,3,1267,,,,-1.5119880025314592,-1.6484270989098275,-1.377599220516429,0.2708278783933986
78-97-7,Lactonitrile,1,1267,,,,-1.9129814904481561,-2.064454936577217,-1.7655532192151866,0.29890171736203053
300-76-5,Naled,13,1267,-3.4727149443784726,-1.181154187525348,1.393170017869761,-2.864638084034693,-3.0127738327298155,-2.7307498609726224,0.28202397175719307
80-62-6,Methyl methacrylate,5,1267,2.3144257977646365,2.405474107030548,0.055353441652226484,0.0003751686196516203,-0.1342890608894448,0.137036139366388,0.27132520025583284
828-00-2,Dimethoxane,1,1267,,,,-1.2770748852642793,-1.4315298892544976,-1.120873035416512,0.3106568538379857
121552-61-2,Cyprodinil,1,1267,,,,-2.206235961357149,-2.3727959467774595,-2.0430974005794136,0.32969854619804595
66-77-3,1-Naphthaldehyde,1,1267,,,,-2.672981410569668,-2.9079926965505587,-2.437299540425056,0.47069315612550255
108-24-7,Acetic anhydride,1,1267,,,,-1.0967744189478772,-1.2782950259748078,-0.9175810714717662,0.36071395450304167
151096-09-2,Moxifloxacin,2,1267,,,,-2.3298477037709597,-2.526431203020737,-2.1536914471400497,0.37273975588068753
3397-62-4,"2-Chloro-4,6-diamino-1,3,5-triazine",1,1267,,,,-2.1242247633395257,-2.3524028723229744,-1.8997465427237865,0.4526563295991879
51-28-5,"2,4-Dinitrophenol",13,1267,-0.07192501911716898,0.8021703023688438,0.5314122224395355,-1.1255791703661053,-1.2548219060853094,-1.001276603533625,0.2535453025516845
110-88-3,"1,3,5-Trioxane",2,1267,,,,0.15884993475311393,-0.0200602271438238,0.35732354449746234,0.3773837716412861
56-23-5,Carbon tetrachloride,6,1267,1.0012836106714542,1.6556051460008072,0.3977992476704781,-0.6832535664877013,-0.8423552714167978,-0.5314149192951984,0.31094035212159943
951-42-8,"Bicyclo[2.2.1]heptane-2-carbonitrile, 5-chloro-6-[[[(methylamino)carbonyl]oxy]imino]-, (1R,2S,4S,5S)-rel-",2,1267,,,,-1.7079198364866248,-1.8715200745274474,-1.5506089415572415,0.3209111329702059
97-77-8,Disulfiram,1,1267,,,,-2.8841180550845174,-3.055053806134187,-2.721508989749684,0.33354481638450295
7446-18-6,Thallium(I) sulfate,8,1267,-0.6593251599485455,0.2328003262103307,0.542373784232897,-1.8789111451527438,-2.042396292653514,-1.7311180390627912,0.3112782535907228
42588-37-4,Kinoprene,1,1267,,,,-3.3598685665665666,-3.6320759551276716,-3.1148587964490075,0.517217158678664
298-07-7,Bis(2-ethylhexyl) phosphate,3,1267,,,,-1.4178203610361142,-1.5709373509455566,-1.2574246863554668,0.31351266459008986
111-71-7,Heptanal,1,1267,,,,-2.0506462638363208,-2.271895447337927,-1.8438126491217144,0.42808279821621253
85-84-7,1-(Phenylazo)-2-naphthylamine,1,1267,,,,-2.9868761285110543,-3.1853532489945815,-2.812907003166772,0.3724462458278097
654-66-0,3-Trifluoromethyl-4-nitrophenol sodium salt,1,1267,,,,-2.0671255183078316,-2.255253891045681,-1.8779103397353574,0.3773435513103236
4920-77-8,3-Methyl-2-nitrophenol,1,1267,,,,-1.608023966943472,-1.7831936454670914,-1.4341927304765443,0.3490009149905471
117-79-3,2-Aminoanthraquinone,1,1267,,,,-2.950626410428942,-3.1766959666029337,-2.7381536374979474,0.43854232910498636
1455-21-6,1-Nonanethiol,1,1267,,,,-2.5116939802253997,-2.67426749099678,-2.3604101627586545,0.3138573282381256
7758-94-3,Iron(II) chloride,2,1267,,,,-2.1855871468063626,-2.3515533895965084,-2.0171428742569804,0.33441051533952804
443-72-1,(N-6)-Methyladenine,1,1267,,,,-2.318475056635028,-2.559960215582455,-2.0833884977073143,0.4765717178751405
4441-63-8,Cyclohexanebutanoic acid,1,1267,,,,-2.286721129513107,-2.496510856465782,-2.0750391510473536,0.4214717054184285
2425-66-3,1-Chloro-2-nitropropane,1,1267,,,,-2.231093692799527,-2.3704463542730023,-2.092580858965879,0.2778654953071231
1929-82-4,Nitrapyrin,1,1267,,,,-1.404017224458682,-1.5487641249276358,-1.2824970661545463,0.26626705877308954
56207-39-7,"Benzenamine, 3,6-dinitro-2-methyl- (9CI)",1,1267,,,,-2.434163807741673,-2.6238999996156855,-2.2496131471353817,0.3742868524803038
3179-90-6,C.I. Disperse Blue 7,1,1267,,,,-1.8341738346458958,-2.026420294336887,-1.653428683643815,0.3729916106930722
36734-19-7,Iprodione,1,1267,,,,-1.6629595414721647,-1.810171769509844,-1.5212717465159178,0.28890002299392625
4824-78-6,Bromophos-ethyl,2,1267,,,,-2.8039413295086972,-2.981864013764508,-2.634848505659285,0.3470155081052231
116-54-1,"Acetic acid, 2,2-dichloro-, methyl ester",1,1267,,,,-1.9265707653892983,-2.1284106207475544,-1.7341557619414047,0.39425485880614963
628-63-7,Pentyl acetate,1,1267,,,,-1.1045637065806468,-1.261712674674289,-0.9418495342574605,0.3198631404168285
100-51-6,Benzyl alcohol,1,1267,,,,-0.8324209767860483,-0.9872507488801898,-0.6575634579968749,0.32968729088331494
373-02-4,Nickel(II) acetate,2,1267,,,,-1.4790902042861314,-1.635295779710413,-1.3229917032498753,0.3123040764605378
103-82-2,Phenylacetic acid,1,1267,,,,-1.3794282993271156,-1.5420482352223874,-1.216200633905077,0.3258476013173104
58842-20-9,Nithiazine,1,1267,,,,-1.3216691216293694,-1.5092088454952215,-1.1344309004783264,0.3747779450168951
111-18-2,"N,N,N',N`-Tetramethylhexanediamine",2,1267,,,,-1.6125148971419139,-1.7852835347960836,-1.4457370768117117,0.3395464579843719
102-82-9,Tributylamine,2,1267,,,,-1.8182175526191613,-2.0000722309301375,-1.65024785551848,0.34982437541165745
79538-32-2,Tefluthrin,1,1267,,,,-5.204948888786891,-5.387645113799115,-5.026389440503408,0.36125567329570707
53-96-3,2-Acetylaminofluorene,1,1267,,,,-2.793862727953123,-3.0224267007928383,-2.589079951826175,0.43334674896666314
13311-84-7,Flutamide,3,1267,,,,-1.7961161721388361,-1.9561300539942663,-1.642417091710874,0.3137129622833923
12427-38-2,Maneb,9,1267,-0.9255089526643784,-0.09944155902475074,0.5022133155827602,-2.280549052518622,-2.4107102974083365,-2.1457665249754623,0.26494377243287426
107-41-5,"2-Methyl-2,4-pentanediol",3,1267,,,,0.9991871769196158,0.8502391073899686,1.1470775339394772,0.29683842654950865
593-56-6,O-Methylhydroxylamine hydrochloride,1,1267,,,,-2.5763506946164103,-2.829507286219543,-2.32501300873697,0.5044942774825731
100-25-4,"1,4-Dinitrobenzene",3,1267,,,,-2.219012253917586,-2.361837454104828,-2.088843397238758,0.2729940568660698
18292-97-2,"Benzene, 1-methyl-2,3,6-trinitro-",1,1267,,,,-2.6545328801169674,-2.8344483886272167,-2.483766320231574,0.35068206839564287
123-31-9,Hydroquinone,3,1267,,,,-2.3897998084624374,-2.5160357624632277,-2.264042378462841,0.25199338400038673
59-89-2,N-Nitrosomorpholine,1,1267,,,,-1.7201133927889942,-1.9445434483408222,-1.503989072906467,0.44055437543435505
99-55-8,2-Methyl-5-nitroaniline,1,1267,,,,-1.0268340628521349,-1.1768144625428552,-0.8722024577402216,0.3046120048026335
86-30-6,N-Nitrosodiphenylamine,2,1267,,,,-1.5663176235204572,-1.718804674151854,-1.40951197738063,0.30929269677122395
116-16-5,Hexachloroacetone,1,1267,,,,-3.2294639430523433,-3.4922298761514057,-2.9885415452191353,0.5036883309322704
128-03-0,Potassium dimethyldithiocarbamate,1,1267,,,,-2.5595222050108797,-2.69390276202518,-2.425344798674204,0.2685579633509758
24017-47-8,Triazophos,5,1267,-2.375548159607091,-0.5169240455797665,1.1299632280788705,-2.676236221028355,-2.823781813530228,-2.5371088049459596,0.28667300858426836
10099-74-8,Lead nitrate,36,1267,-1.0945482210385689,0.6999897431163142,1.0910016154329982,-1.5952673519595442,-1.7577589814516343,-1.4405590741425212,0.3171999073091132
123-03-5,Cetylpyridinium chloride,1,1267,,,,-2.776472042565796,-2.9399314061630726,-2.6263086746908555,0.3136227314722171
2818-16-8,Fenoprop-potassium,1,1267,,,,-1.0992027374552924,-1.258582912649569,-0.9506450733101223,0.30793783933944663
7783-35-9,Mercuric sulfate,1,1267,,,,-2.633997219742761,-2.7644728211112755,-2.496605195535716,0.26786762557555965
2597-03-7,Phenthoate,15,1267,-3.2283377928018515,-1.5397140093291182,1.0266103656909478,-3.496619104554798,-3.6258827419227804,-3.3635121469340223,0.26237059498875803
57052-04-7,Isomethiozin,1,1267,,,,-3.3361079559704465,-3.5943746008766517,-3.0956013911970612,0.4987732096795905
78-84-2,2-Methylpropanal,1,1267,,,,-2.715850607985758,-3.015298250007206,-2.4154298323073067,0.5998684176998994
122-11-2,Sulfadimethoxine,2,1267,,,,-1.0149930204132687,-1.1748621950644713,-0.8594504488552649,0.3154117462092064
4299-07-4,"1,2-Benzisothiazol-3(2H)-one, 2-butyl-",2,1267,,,,-2.5482299978465712,-2.7042742310532244,-2.3976531709539803,0.30662106009924406
122931-48-0,Rimsulfuron,1,1267,,,,-4.195299521772338,-4.553523460955486,-3.859417621863224,0.6941058390922623
66-25-1,Hexanal,3,1267,,,,-0.9364572559807022,-1.0829660688957217,-0.8006216744385146,0.28234439445720705
64902-72-3,Chlorsulfuron,2,1267,,,,-1.1178124733686918,-1.2882484686186142,-0.9700742089205439,0.31817425969807034
98-86-2,Acetophenone,2,1267,,,,-0.5993113801543368,-0.741502450614547,-0.44748596828594245,0.29401648232860456
709-98-8,Propanil,25,1267,-0.2787693028201693,0.6404375559034345,0.5588380897011711,-1.699631493940733,-1.8270231350019983,-1.5640768039876325,0.2629463310143658
556-88-7,Nitroguanidine,2,1267,,,,-0.33186847644617834,-0.5152690292012039,-0.13845794091280453,0.3768110882883994
124-30-1,1-Octadecanamine,1,1267,,,,-3.3682397538763125,-3.6096949154108953,-3.148241855483325,0.46145305992757013
192-97-2,Benzo(e)pyrene,1,1267,,,,-4.705652239202999,-4.973789718805293,-4.4378024477654305,0.5359872710398621
2795-39-3,PFOS-K,8,1267,0.7697801916256589,1.593545854161107,0.5008139624327503,-1.1466724690923773,-1.30420934833081,-1.003872176121532,0.300337172209278
92-87-5,Benzidine,7,1267,-0.14828880224367647,0.6783690729891226,0.5025723029014468,-1.2596630626300382,-1.3937123848473076,-1.129003509075692,0.2647088757716156
3547-33-9,2-Hydroxyethyl octyl sulfide,1,1267,,,,-2.151415287902567,-2.320928010697882,-1.9859456844903307,0.3349823262075513
64-72-2,Chlortetracycline hydrochloride,3,1267,,,,-2.6588757254035764,-2.906747874670966,-2.437620124790698,0.46912774988026795
29091-05-2,Dinitramine,1,1267,,,,-2.1087419713658235,-2.2401929241825056,-1.978948931233644,0.2612439929488617
1629-60-3,1-Hexen-3-one,1,1267,,,,-3.042131444537782,-3.332915801065629,-2.774994435032667,0.5579213660329616
78-77-3,1-Bromo-2-methylpropane,1,1267,,,,-2.3300812639244377,-2.5755913061876163,-2.1065094796758816,0.4690818265117347
137-88-2,Amprolium hydrochloride,1,1267,,,,-1.0190014726216234,-1.1953957856911241,-0.8406302143621107,0.35476557132901343
56-93-9,Benzyltrimethylammonium chloride,1,1267,,,,-1.43692791961124,-1.6132566453250003,-1.2646558494149318,0.34860079591006854
71-91-0,Tetraethylammonium bromide,1,1267,,,,-2.4416582696906834,-2.7092789940095607,-2.1815829639640456,0.5276960300455151
132-65-0,Dibenzothiophene,1,1267,,,,-2.4653910894225834,-2.6390497313527783,-2.2974128969598735,0.3416368343929048
58-61-7,Adenosine,1,1267,,,,-2.110889835196849,-2.342089063568955,-1.8803247724205412,0.4617642911484139
119-90-4,"3,3'-Dimethoxybenzidine",1,1267,,,,-2.7066951547223157,-2.9256211464518818,-2.5025182057254978,0.423102940726384
119-12-0,Pyridaphenthion,2,1267,,,,-3.6368541910754573,-3.8649600760499543,-3.4136445043478556,0.4513155717020987
959-98-8,Endosulfan I,7,1267,-3.7485813573205293,-1.655106219420426,1.2727425125238006,-4.145659316648387,-4.292716708254926,-4.008782754343231,0.2839339539116956
1222-05-5,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-",3,1267,,,,-2.0920754390522767,-2.233978797802488,-1.964320470606694,0.2696583271957942
7733-02-0,Zinc sulfate,104,1267,-1.079460579061454,0.5533335403954557,0.9926683400291891,-1.6054964361746418,-1.7422841885372093,-1.470583654384519,0.27170053415269035
66215-27-8,Cyromazine,2,1267,,,,-2.7682583976627377,-3.002568051447564,-2.533604591725598,0.4689634597219663
2626-52-0,3-(Diethylamino)propyl isothiocyanate,1,1267,,,,-3.550629292673822,-3.8479204660036443,-3.272021089840481,0.5758993761631634
693-58-3,Nonylbromide,1,1267,,,,-2.774512333930435,-2.9796759455550283,-2.5797876140714315,0.3998883314835968
56-06-4,"2,4-Diamino-6-hydroxypyrimidine",1,1267,,,,-2.7196670902448723,-3.008860042221804,-2.429045902769203,0.5798141394526013
